Label,No,B3,B2,B1,F1,F2,F3,POSB3,POSB2,POSB1,POSF1,POSF2,POSF3
1,4,呼,吸,了,一,下,，,v,ul,m,f
0,5,吸,了,一,下,，,柏,ul,m,f,x
1,6,了,一,下,，,柏,霈,m,f,x,nr
1,7,一,下,，,柏,霈,文,f,x,nr,g
0,8,下,，,柏,霈,文,觉,x,nr,g,n
1,9,，,柏,霈,文,觉,得,nr,g,n,v
1,10,柏,霈,文,觉,得,精,g,n,v,ud
0,11,霈,文,觉,得,精,神,n,v,ud,n
1,12,文,觉,得,精,神,一,v,ud,n,n
0,13,觉,得,精,神,一,振,ud,n,n,m
1,14,得,精,神,一,振,，,n,n,m,v
1,15,精,神,一,振,，,好,n,m,v,x
1,16,神,一,振,，,好,像,m,v,x,a
1,17,一,振,，,好,像,那,v,x,a,v
0,18,振,，,好,像,那,炙,x,a,v,r
1,19,，,好,像,那,炙,人,a,v,r,zg
0,20,好,像,那,炙,人,的,v,r,zg,n
0,21,像,那,炙,人,的,暑,r,zg,n,uj
0,22,那,炙,人,的,暑,气,zg,n,uj,t
1,23,炙,人,的,暑,气,都,n,uj,t,n
0,24,人,的,暑,气,都,被,uj,t,n,d
1,25,的,暑,气,都,被,这,t,n,d,p
1,26,暑,气,都,被,这,茶,n,d,p,r
1,27,气,都,被,这,茶,叶,d,p,r,n
1,28,都,被,这,茶,叶,香,p,r,n,nr
0,29,被,这,茶,叶,香,驱,r,n,nr,ns
1,30,这,茶,叶,香,驱,散,n,nr,ns,v
1,31,茶,叶,香,驱,散,了,nr,ns,v,v
0,32,叶,香,驱,散,了,不,ns,v,v,ul
1,33,香,驱,散,了,不,少,v,v,ul,d
1,34,驱,散,了,不,少,。,v,ul,d,a
1,35,散,了,不,少,。,/s,ul,d,a,x
1,36,了,不,少,。,/s,/s,d,a,x,NAN
1,0,/s,/s,/s,经,过,了,NAN,NAN,n,ug
0,1,/s,/s,经,过,了,机,NAN,n,ug,ul
1,2,/s,经,过,了,机,器,n,ug,ul,n
1,3,经,过,了,机,器,房,ug,ul,n,n
0,4,过,了,机,器,房,，,ul,n,n,n
1,5,了,机,器,房,，,那,n,n,n,x
1,6,机,器,房,，,那,烤,n,n,x,r
1,7,器,房,，,那,烤,炉,n,x,r,v
1,8,房,，,那,烤,炉,的,x,r,v,zg
0,9,，,那,烤,炉,的,声,r,v,zg,uj
0,10,那,烤,炉,的,声,音,v,zg,uj,n
1,11,烤,炉,的,声,音,和,zg,uj,n,n
0,12,炉,的,声,音,和,搓,uj,n,n,c
1,13,的,声,音,和,搓,茶,n,n,c,v
1,14,声,音,和,搓,茶,机,n,c,v,n
1,15,音,和,搓,茶,机,的,c,v,n,n
0,16,和,搓,茶,机,的,声,v,n,n,uj
0,17,搓,茶,机,的,声,音,n,n,uj,n
1,18,茶,机,的,声,音,轧,n,uj,n,n
0,19,机,的,声,音,轧,轧,uj,n,n,v
1,20,的,声,音,轧,轧,的,n,n,v,v
0,21,声,音,轧,轧,的,响,n,v,v,uj
0,22,音,轧,轧,的,响,着,v,v,uj,zg
1,23,轧,轧,的,响,着,，,v,uj,zg,uz
1,24,轧,的,响,着,，,好,uj,zg,uz,x
1,25,的,响,着,，,好,单,zg,uz,x,a
1,26,响,着,，,好,单,调,uz,x,a,n
1,27,着,，,好,单,调,，,x,a,n,v
0,28,，,好,单,调,，,好,a,n,v,x
1,29,好,单,调,，,好,倦,n,v,x,a
1,30,单,调,，,好,倦,怠,v,x,a,zg
1,31,调,，,好,倦,怠,。,x,a,zg,ag
0,32,，,好,倦,怠,。,/s,a,zg,ag,x
1,33,好,倦,怠,。,/s,/s,zg,ag,x,NAN
1,0,/s,/s,/s,炉,边,的,NAN,NAN,zg,d
0,1,/s,/s,炉,边,的,烤,NAN,zg,d,uj
0,2,/s,炉,边,的,烤,茶,zg,d,uj,v
1,3,炉,边,的,烤,茶,师,d,uj,v,n
1,4,边,的,烤,茶,师,傅,uj,v,n,ng
1,5,的,烤,茶,师,傅,抬,v,n,ng,nr
0,6,烤,茶,师,傅,抬,起,n,ng,nr,v
1,7,茶,师,傅,抬,起,头,ng,nr,v,v
0,8,师,傅,抬,起,头,来,nr,v,v,n
0,9,傅,抬,起,头,来,，,v,v,n,v
0,10,抬,起,头,来,，,对,v,n,v,x
1,11,起,头,来,，,对,柏,n,v,x,p
1,12,头,来,，,对,柏,霈,v,x,p,nr
0,13,来,，,对,柏,霈,文,x,p,nr,g
0,14,，,对,柏,霈,文,点,p,nr,g,n
1,15,对,柏,霈,文,点,首,nr,g,n,m
0,16,柏,霈,文,点,首,为,g,n,m,m
1,17,霈,文,点,首,为,礼,n,m,m,p
0,18,文,点,首,为,礼,。,m,m,p,n
1,19,点,首,为,礼,。,/s,m,p,n,x
1,20,首,为,礼,。,/s,/s,p,n,x,NAN
1,0,/s,/s,/s,火,在,机,NAN,NAN,n,p
0,1,/s,/s,火,在,机,器,NAN,n,p,n
1,2,/s,火,在,机,器,下,n,p,n,n
0,3,火,在,机,器,下,燃,p,n,n,f
1,4,在,机,器,下,燃,着,n,n,f,n
0,5,机,器,下,燃,着,，,n,f,n,uz
1,6,器,下,燃,着,，,整,f,n,uz,x
1,7,下,燃,着,，,整,个,n,uz,x,v
1,8,燃,着,，,整,个,机,uz,x,v,q
0,9,着,，,整,个,机,器,x,v,q,n
1,10,，,整,个,机,器,房,v,q,n,n
0,11,整,个,机,器,房,都,q,n,n,n
1,12,个,机,器,房,都,变,n,n,n,d
1,13,机,器,房,都,变,成,n,n,d,v
1,14,器,房,都,变,成,了,n,d,v,n
0,15,房,都,变,成,了,烤,d,v,n,ul
1,16,都,变,成,了,烤,箱,v,n,ul,v
1,17,变,成,了,烤,箱,，,n,ul,v,q
0,18,成,了,烤,箱,，,那,ul,v,q,x
1,19,了,烤,箱,，,那,些,v,q,x,r
1,20,烤,箱,，,那,些,师,q,x,r,q
0,21,箱,，,那,些,师,傅,x,r,q,ng
1,22,，,那,些,师,傅,和,r,q,ng,nr
0,23,那,些,师,傅,和,女,q,ng,nr,c
1,24,些,师,傅,和,女,工,ng,nr,c,b
1,25,师,傅,和,女,工,都,nr,c,b,n
0,26,傅,和,女,工,都,汗,c,b,n,d
1,27,和,女,工,都,汗,流,b,n,d,zg
1,28,女,工,都,汗,流,不,n,d,zg,n
0,29,工,都,汗,流,不,已,d,zg,n,d
1,30,都,汗,流,不,已,。,zg,n,d,d
1,31,汗,流,不,已,。,/s,n,d,d,x
1,32,流,不,已,。,/s,/s,d,d,x,NAN
1,0,/s,/s,/s,柏,霈,文,NAN,NAN,nr,g
0,1,/s,/s,柏,霈,文,在,NAN,nr,g,n
1,2,/s,柏,霈,文,在,机,nr,g,n,p
0,3,柏,霈,文,在,机,器,g,n,p,n
1,4,霈,文,在,机,器,房,n,p,n,n
0,5,文,在,机,器,房,门,p,n,n,n
1,6,在,机,器,房,门,口,n,n,n,n
0,7,机,器,房,门,口,站,n,n,n,q
0,8,器,房,门,口,站,了,n,n,q,v
1,9,房,门,口,站,了,片,n,q,v,ul
1,10,门,口,站,了,片,刻,q,v,ul,q
1,11,口,站,了,片,刻,，,v,ul,q,v
0,12,站,了,片,刻,，,再,ul,q,v,x
1,13,了,片,刻,，,再,继,q,v,x,d
1,14,片,刻,，,再,继,续,v,x,d,v
1,15,刻,，,再,继,续,往,x,d,v,v
0,16,，,再,继,续,往,前,d,v,v,zg
1,17,再,继,续,往,前,走,v,v,zg,f
0,18,继,续,往,前,走,。,v,zg,f,v
0,19,续,往,前,走,。,/s,zg,f,v,x
1,20,往,前,走,。,/s,/s,f,v,x,NAN
1,0,/s,/s,/s,晒,茶,场,NAN,NAN,v,n
1,1,/s,/s,晒,茶,场,上,NAN,v,n,q
1,2,/s,晒,茶,场,上,正,v,n,q,f
0,3,晒,茶,场,上,正,在,n,q,f,d
1,4,茶,场,上,正,在,晒,q,f,d,p
0,5,场,上,正,在,晒,着,f,d,p,v
1,6,上,正,在,晒,着,茶,d,p,v,uz
1,7,正,在,晒,着,茶,青,p,v,uz,n
1,8,在,晒,着,茶,青,，,v,uz,n,ns
0,9,晒,着,茶,青,，,有,uz,n,ns,x
1,10,着,茶,青,，,有,三,n,ns,x,v
1,11,茶,青,，,有,三,四,ns,x,v,m
1,12,青,，,有,三,四,个,x,v,m,m
0,13,，,有,三,四,个,女,v,m,m,q
0,14,有,三,四,个,女,工,m,m,q,b
1,15,三,四,个,女,工,，,m,q,b,n
0,16,四,个,女,工,，,戴,q,b,n,x
1,17,个,女,工,，,戴,着,b,n,x,v
1,18,女,工,，,戴,着,斗,n,x,v,uz
0,19,工,，,戴,着,斗,笠,x,v,uz,vn
1,20,，,戴,着,斗,笠,，,v,uz,vn,nr
0,21,戴,着,斗,笠,，,用,uz,vn,nr,x
1,22,着,斗,笠,，,用,布,vn,nr,x,p
1,23,斗,笠,，,用,布,包,nr,x,p,nr
1,24,笠,，,用,布,包,着,x,p,nr,v
0,25,，,用,布,包,着,手,p,nr,v,uz
1,26,用,布,包,着,手,脚,nr,v,uz,n
1,27,布,包,着,手,脚,，,v,uz,n,n
0,28,包,着,手,脚,，,站,uz,n,n,x
1,29,着,手,脚,，,站,在,n,n,x,v
1,30,手,脚,，,站,在,烈,n,x,v,p
1,31,脚,，,站,在,烈,日,x,v,p,a
1,32,，,站,在,烈,日,之,v,p,a,m
0,33,站,在,烈,日,之,下,p,a,m,u
1,34,在,烈,日,之,下,，,a,m,u,f
0,35,烈,日,之,下,，,拿,m,u,f,x
1,36,日,之,下,，,拿,着,u,f,x,v
1,37,之,下,，,拿,着,竹,f,x,v,uz
1,38,下,，,拿,着,竹,耙,x,v,uz,ng
1,39,，,拿,着,竹,耙,，,v,uz,ng,n
1,40,拿,着,竹,耙,，,不,uz,ng,n,x
1,41,着,竹,耙,，,不,住,ng,n,x,d
1,42,竹,耙,，,不,住,的,n,x,d,v
1,43,耙,，,不,住,的,翻,x,d,v,uj
0,44,，,不,住,的,翻,动,d,v,uj,v
1,45,不,住,的,翻,动,那,v,uj,v,v
0,46,住,的,翻,动,那,些,uj,v,v,r
1,47,的,翻,动,那,些,茶,v,v,r,q
0,48,翻,动,那,些,茶,青,v,r,q,n
1,49,动,那,些,茶,青,。,r,q,n,ns
0,50,那,些,茶,青,。,/s,q,n,ns,x
1,51,些,茶,青,。,/s,/s,n,ns,x,NAN
1,0,/s,/s,/s,看,到,了,NAN,NAN,v,v
0,1,/s,/s,看,到,了,柏,NAN,v,v,ul
1,2,/s,看,到,了,柏,霈,v,v,ul,nr
1,3,看,到,了,柏,霈,文,v,ul,nr,g
0,4,到,了,柏,霈,文,，,ul,nr,g,n
1,5,了,柏,霈,文,，,她,nr,g,n,x
1,6,柏,霈,文,，,她,们,g,n,x,r
1,7,霈,文,，,她,们,并,n,x,r,k
0,8,文,，,她,们,并,没,x,r,k,c
1,9,，,她,们,并,没,有,r,k,c,v
1,10,她,们,并,没,有,停,k,c,v,v
0,11,们,并,没,有,停,止,c,v,v,v
1,12,并,没,有,停,止,工,v,v,v,zg
0,13,没,有,停,止,工,作,v,v,zg,n
1,14,有,停,止,工,作,，,v,zg,n,v
0,15,停,止,工,作,，,也,zg,n,v,x
1,16,止,工,作,，,也,没,n,v,x,d
1,17,工,作,，,也,没,有,v,x,d,v
1,18,作,，,也,没,有,加,x,d,v,v
0,19,，,也,没,有,加,以,d,v,v,v
1,20,也,没,有,加,以,注,v,v,v,p
0,21,没,有,加,以,注,视,v,v,p,v
1,22,有,加,以,注,视,，,v,p,v,vg
0,23,加,以,注,视,，,老,p,v,vg,x
1,24,以,注,视,，,老,板,v,vg,x,a
1,25,注,视,，,老,板,跟,vg,x,a,ng
0,26,视,，,老,板,跟,她,x,a,ng,p
1,27,，,老,板,跟,她,们,a,ng,p,r
1,28,老,板,跟,她,们,的,ng,p,r,k
0,29,板,跟,她,们,的,距,p,r,k,uj
0,30,跟,她,们,的,距,离,r,k,uj,n
1,31,她,们,的,距,离,很,k,uj,n,v
0,32,们,的,距,离,很,远,uj,n,v,zg
1,33,的,距,离,很,远,，,n,v,zg,a
1,34,距,离,很,远,，,她,v,zg,a,x
1,35,离,很,远,，,她,们,zg,a,x,r
1,36,很,远,，,她,们,是,a,x,r,k
0,37,远,，,她,们,是,由,x,r,k,v
1,38,，,她,们,是,由,领,r,k,v,p
1,39,她,们,是,由,领,班,k,v,p,v
1,40,们,是,由,领,班,管,v,p,v,n
0,41,是,由,领,班,管,理,p,v,n,vn
1,42,由,领,班,管,理,的,v,n,vn,n
0,43,领,班,管,理,的,。,n,vn,n,uj
0,44,班,管,理,的,。,/s,vn,n,uj,x
1,45,管,理,的,。,/s,/s,n,uj,x,NAN
1,0,/s,/s,/s,穿,过,了,NAN,NAN,zg,ug
0,1,/s,/s,穿,过,了,晒,NAN,zg,ug,ul
1,2,/s,穿,过,了,晒,茶,zg,ug,ul,v
1,3,穿,过,了,晒,茶,场,ug,ul,v,n
1,4,过,了,晒,茶,场,，,ul,v,n,q
0,5,了,晒,茶,场,，,柏,v,n,q,x
1,6,晒,茶,场,，,柏,霈,n,q,x,nr
1,7,茶,场,，,柏,霈,文,q,x,nr,g
0,8,场,，,柏,霈,文,走,x,nr,g,n
1,9,，,柏,霈,文,走,进,nr,g,n,v
1,10,柏,霈,文,走,进,了,g,n,v,v
0,11,霈,文,走,进,了,自,n,v,v,ul
1,12,文,走,进,了,自,己,v,v,ul,p
1,13,走,进,了,自,己,的,v,ul,p,r
0,14,进,了,自,己,的,办,ul,p,r,uj
0,15,了,自,己,的,办,公,p,r,uj,v
1,16,自,己,的,办,公,室,r,uj,v,n
0,17,己,的,办,公,室,，,uj,v,n,n
0,18,的,办,公,室,，,这,v,n,n,x
1,19,办,公,室,，,这,是,n,n,x,r
1,20,公,室,，,这,是,整,n,x,r,v
0,21,室,，,这,是,整,个,x,r,v,v
1,22,，,这,是,整,个,工,r,v,v,q
0,23,这,是,整,个,工,厂,v,v,q,n
1,24,是,整,个,工,厂,中,v,q,n,zg
0,25,整,个,工,厂,中,，,q,n,zg,f
1,26,个,工,厂,中,，,除,n,zg,f,x
1,27,工,厂,中,，,除,去,zg,f,x,p
1,28,厂,中,，,除,去,了,f,x,p,v
0,29,中,，,除,去,了,冷,x,p,v,ul
1,30,，,除,去,了,冷,藏,p,v,ul,a
1,31,除,去,了,冷,藏,库,v,ul,a,j
0,32,去,了,冷,藏,库,，,ul,a,j,n
0,33,了,冷,藏,库,，,唯,a,j,n,x
1,34,冷,藏,库,，,唯,一,j,n,x,b
1,35,藏,库,，,唯,一,有,n,x,b,m
0,36,库,，,唯,一,有,冷,x,b,m,v
1,37,，,唯,一,有,冷,气,b,m,v,a
1,38,唯,一,有,冷,气,的,m,v,a,n
0,39,一,有,冷,气,的,房,v,a,n,uj
0,40,有,冷,气,的,房,间,a,n,uj,n
1,41,冷,气,的,房,间,。,n,uj,n,f
0,42,气,的,房,间,。,/s,uj,n,f,x
1,43,的,房,间,。,/s,/s,n,f,x,NAN
1,0,/s,/s,/s,柏,霈,文,NAN,NAN,nr,g
0,1,/s,/s,柏,霈,文,每,NAN,nr,g,n
1,2,/s,柏,霈,文,每,天,nr,g,n,zg
1,3,柏,霈,文,每,天,都,g,n,zg,q
0,4,霈,文,每,天,都,要,n,zg,q,d
1,5,文,每,天,都,要,办,zg,q,d,v
1,6,每,天,都,要,办,六,q,d,v,v
1,7,天,都,要,办,六,七,d,v,v,m
1,8,都,要,办,六,七,小,v,v,m,m
0,9,要,办,六,七,小,时,v,m,m,a
1,10,办,六,七,小,时,的,m,m,a,n
0,11,六,七,小,时,的,公,m,a,n,uj
0,12,七,小,时,的,公,。,a,n,uj,n
1,13,小,时,的,公,。,/s,n,uj,n,x
1,14,时,的,公,。,/s,/s,uj,n,x,NAN
1,0,/s,/s,/s,柏,霈,文,NAN,NAN,nr,g
0,1,/s,/s,柏,霈,文,不,NAN,nr,g,n
1,2,/s,柏,霈,文,不,在,nr,g,n,d
0,3,柏,霈,文,不,在,的,g,n,d,p
1,4,霈,文,不,在,的,时,n,d,p,uj
0,5,文,不,在,的,时,候,d,p,uj,n
1,6,不,在,的,时,候,，,p,uj,n,v
0,7,在,的,时,候,，,这,uj,n,v,x
1,8,的,时,候,，,这,房,n,v,x,r
1,9,时,候,，,这,房,间,v,x,r,n
1,10,候,，,这,房,间,就,x,r,n,f
0,11,，,这,房,间,就,是,r,n,f,d
1,12,这,房,间,就,是,会,n,f,d,v
0,13,房,间,就,是,会,客,f,d,v,v
1,14,间,就,是,会,客,室,d,v,v,n
0,15,就,是,会,客,室,。,v,v,n,n
0,16,是,会,客,室,。,/s,v,n,n,x
1,17,会,客,室,。,/s,/s,n,n,x,NAN
1,0,/s,/s,/s,工,厂,中,NAN,NAN,n,zg
0,1,/s,/s,工,厂,中,其,NAN,n,zg,f
1,2,/s,工,厂,中,其,他,n,zg,f,r
1,3,工,厂,中,其,他,高,zg,f,r,r
0,4,厂,中,其,他,高,级,f,r,r,a
1,5,中,其,他,高,级,职,r,r,a,q
0,6,其,他,高,级,职,员,r,a,q,ng
1,7,他,高,级,职,员,，,a,q,ng,zg
0,8,高,级,职,员,，,像,q,ng,zg,x
1,9,级,职,员,，,像,赵,ng,zg,x,v
1,10,职,员,，,像,赵,经,zg,x,v,nr
1,11,员,，,像,赵,经,理,x,v,nr,n
1,12,，,像,赵,经,理,、,v,nr,n,n
0,13,像,赵,经,理,、,张,nr,n,n,x
1,14,赵,经,理,、,张,会,n,n,x,q
1,15,经,理,、,张,会,计,n,x,q,v
1,16,理,、,张,会,计,等,x,q,v,n
0,17,、,张,会,计,等,的,q,v,n,u
1,18,张,会,计,等,的,办,v,n,u,uj
0,19,会,计,等,的,办,公,n,u,uj,v
1,20,计,等,的,办,公,厅,u,uj,v,n
0,21,等,的,办,公,厅,就,uj,v,n,n
0,22,的,办,公,厅,就,在,v,n,n,d
1,23,办,公,厅,就,在,隔,n,n,d,p
1,24,公,厅,就,在,隔,壁,n,d,p,v
1,25,厅,就,在,隔,壁,一,d,p,v,n
0,26,就,在,隔,壁,一,间,p,v,n,m
1,27,在,隔,壁,一,间,。,v,n,m,f
0,28,隔,壁,一,间,。,/s,n,m,f,x
1,29,壁,一,间,。,/s,/s,m,f,x,NAN
1,0,/s,/s,/s,再,过,去,NAN,NAN,d,ug
1,1,/s,/s,再,过,去,，,NAN,d,ug,v
0,2,/s,再,过,去,，,就,d,ug,v,x
1,3,再,过,去,，,就,是,ug,v,x,d
1,4,过,去,，,就,是,女,v,x,d,v
0,5,去,，,就,是,女,工,x,d,v,b
1,6,，,就,是,女,工,们,d,v,b,n
0,7,就,是,女,工,们,的,v,b,n,k
1,8,是,女,工,们,的,休,b,n,k,uj
0,9,女,工,们,的,休,息,n,k,uj,zg
1,10,工,们,的,休,息,室,k,uj,zg,zg
0,11,们,的,休,息,室,、,uj,zg,zg,n
0,12,的,休,息,室,、,餐,zg,zg,n,x
1,13,休,息,室,、,餐,厅,zg,n,x,n
1,14,息,室,、,餐,厅,，,n,x,n,n
0,15,室,、,餐,厅,，,和,x,n,n,x
1,16,、,餐,厅,，,和,宿,n,n,x,c
1,17,餐,厅,，,和,宿,舍,n,x,c,nr
1,18,厅,，,和,宿,舍,。,x,c,nr,v
0,19,，,和,宿,舍,。,/s,c,nr,v,x
1,20,和,宿,舍,。,/s,/s,nr,v,x,NAN
1,0,/s,/s,/s,这,一,排,NAN,NAN,r,m
1,1,/s,/s,这,一,排,房,NAN,r,m,v
0,2,/s,这,一,排,房,子,r,m,v,n
1,3,这,一,排,房,子,，,m,v,n,ng
0,4,一,排,房,子,，,整,v,n,ng,x
1,5,排,房,子,，,整,整,n,ng,x,v
1,6,房,子,，,整,整,有,ng,x,v,v
0,7,子,，,整,整,有,五,x,v,v,v
1,8,，,整,整,有,五,大,v,v,v,m
1,9,整,整,有,五,大,间,v,v,m,a
0,10,整,有,五,大,间,，,v,m,a,f
1,11,有,五,大,间,，,和,m,a,f,x
1,12,五,大,间,，,和,机,a,f,x,c
1,13,大,间,，,和,机,器,f,x,c,n
1,14,间,，,和,机,器,房,x,c,n,n
0,15,，,和,机,器,房,、,c,n,n,n
1,16,和,机,器,房,、,晾,n,n,n,x
1,17,机,器,房,、,晾,茶,n,n,x,zg
1,18,器,房,、,晾,茶,房,n,x,zg,n
1,19,房,、,晾,茶,房,、,x,zg,n,n
0,20,、,晾,茶,房,、,冷,zg,n,n,x
1,21,晾,茶,房,、,冷,藏,n,n,x,a
1,22,茶,房,、,冷,藏,库,n,x,a,j
0,23,房,、,冷,藏,库,等,x,a,j,n
0,24,、,冷,藏,库,等,成,a,j,n,u
1,25,冷,藏,库,等,成,为,j,n,u,n
1,26,藏,库,等,成,为,一,n,u,n,p
0,27,库,等,成,为,一,个,u,n,p,m
1,28,等,成,为,一,个,字,n,p,m,q
0,29,成,为,一,个,字,形,p,m,q,n
